"x"
-49.9995240360367
-49.9980961532086
-49.9957163787004
-49.9923847578196
-49.9881013539955
-49.9828662487779
-49.9766795418357
-49.9695413509548
-49.9614518120361
-49.9524110790929
-49.9424193242475
-49.9314767377287
-49.9195835278674
-49.9067399210934
-49.8929461619302
-49.8782025129912
-49.8625092549743
-49.8458666866564
-49.8282751248881
-49.8097349045873
-49.7902463787331
-49.7698099183589
-49.7484259125456
-49.7260947684137
-49.702816911116
-49.6785927838294
-49.6534228477463
-49.6273075820661
-49.6002474839857
-49.5722430686905
-49.5432948693441
-49.5134034370785
-49.4825693409835
-49.4507931680958
-49.418075523388
-49.3844170297569
-49.3498183280116
-49.3142800768616
-49.2778029529039
-49.2403876506104
-49.2020348823145
-49.1627453781977
-49.1225198862755
-49.0813591723832
-49.0392640201615
-48.9962352310415
-48.9522736242292
-48.9073800366903
-48.8615553231339
-48.8148003559967
-48.7671160254256
-48.7185032392618
-48.6689629230224
-48.6184960198838
-48.5671034906631
-48.5147863137998
-48.4615454853377
-48.4073820189054
-48.3522969456972
-48.2962913144534
-48.2393661914406
-48.1815226604312
-48.1227618226824
-48.0630847969159
-48.0024927192964
-47.9409867434097
-47.8785680402407
-47.8152377981518
-47.7509972228593
-47.6858475374114
-47.6197899821639
-47.5528258147577
-47.4849563100939
-47.41618276031
-47.3465064747553
-47.2759287799658
-47.2044510196392
-47.1320745546089
-47.0588007628185
-46.9846310392954
-46.9095667961242
-46.8336094624199
-46.7567604843006
-46.6790213248601
-46.6003934641399
-46.5208783991012
-46.4404776435962
-46.3591927283394
-46.2770252008783
-46.1939766255643
-46.1100485835226
-46.025242672622
-45.9395605074449
-45.8530037192562
-45.7655739559724
-45.67727288213
-45.5881021788544
-45.4980635438272
-45.4071586912541
-45.3153893518325
-45.2227572727184
-45.129264217493
-45.0349119661294
-44.9397023149584
-44.8436370766344
-44.7467180801013
-44.6489471705569
-44.5503262094184
-44.4508570742868
-44.3505416589111
-44.2493818731521
-44.1473796429464
-44.0445369102693
-43.9408556330983
-43.8363377853754
-43.7309853569698
-43.6248003536399
-43.517784796995
-43.4099407244571
-43.3012701892219
-43.1917752602198
-43.0814580220763
-42.9703205750726
-42.8583650351056
-42.7455935336473
-42.6320082177046
-42.5176112497781
-42.4024048078213
-42.2863910851987
-42.1695722906443
-42.0519506482196
-41.9335283972712
-41.814307792388
-41.6942911033584
-41.5734806151273
-41.4518786277521
-41.3294874563594
-41.2063094311008
-41.0823468971082
-40.9576022144496
-40.832077758084
-40.7057759178159
-40.5786990982506
-40.4508497187474
-40.3222302133741
-40.1928430308609
-40.062690634553
-39.9317755023646
-39.8001001267311
-39.6676670145618
-39.5344786871922
-39.4005376803361
-39.2658465440372
-39.1304078426207
-38.9942241546441
-38.8572980728485
-38.7196322041093
-38.581229169386
-38.442091603673
-38.3022221559489
-38.1616234891265
-38.0202982800015
-37.8782492192025
-37.7354790111386
-37.5919903739489
-37.4477860394501
-37.302868753085
-37.1572412738697
-37.0109063743416
-36.8638668405062
-36.7161254717843
-36.5676850809585
-36.41854849412
-36.2687185506144
-36.1181981029878
-35.9669900169326
-35.8150971712327
-35.6625224577091
-35.5092687811643
-35.3553390593273
-35.2007362227984
-35.0454632149925
-34.889522992084
-34.7329185229498
-34.5756527891135
-34.4177287846877
-34.259149516318
-34.0999180031249
-33.9400372766471
-33.779510380783
-33.6183403717334
-33.4565303179429
-33.2940833000417
-33.1310024107869
-32.9672907550034
-32.8029514495254
-32.6379876231361
-32.4724024165092
-32.3061989821482
-32.139380484327
-31.9719500990293
-31.8039110138882
-31.6352664281258
-31.4660195524919
-31.2961736092029
-31.125731831881
-30.9546974654917
-30.7830737662829
-30.6108640017225
-30.438071450436
-30.2646994021447
-30.0907511576024
-29.9162300285329
-29.7411393375671
