"x"
-3268549.62545673
-3267149.79310431
-3264818.10088702
-3261556.58923003
-3257368.11047321
-3252256.32462667
-3246225.69392914
-3239281.47622048
-3231429.7171428
-3222677.24118632
-3213031.64159914
-3202501.26918208
-3191095.21999228
-3178823.32198141
-3165696.12059636
-3151724.8633727
-3136921.48355292
-3121298.58276349
-3104869.41278661
-3087647.85646426
-3069648.40777383
-3050886.15111593
-3031376.73985669
-3011136.37416804
-2990181.77821047
-2968530.17670419
-2946199.27093527
-2923207.21424432
-2899572.58704589
-2875314.37142748
-2850451.92537734
-2825004.95669076
-2798993.49660451
-2772437.87320961
-2745358.68469197
-2717776.77245089
-2689713.19414463
-2661189.19671238
-2632226.18942086
-2602845.71698368
-2573069.43280061
-2542919.07236313
-2512416.42687152
-2481583.31710821
-2450441.56761035
-2419012.98118376
-2387319.31379906
-2355382.24990921
-2323223.37822651
-2290864.16799525
-2258325.94579505
-2225629.87290765
-2192796.92327907
-2159847.86210627
-2126803.22507658
-2093683.29828578
-2060508.09885904
-2027297.35629691
-1994070.49456691
-1960846.614959
-1927644.47972156
-1894482.49649235
-1861378.70353714
-1828350.75580683
-1795415.91182159
-1762591.02138919
-1729892.51416235
-1697336.38903845
-1664938.20440273
-1632713.06921473
-1600675.63493573
-1568840.08829334
-1537220.14487764
-1505829.04356178
-1474679.54173846
-1443783.91136187
-1413153.93578382
-1382800.90737074
-1352735.62588758
-1322968.39763283
-1293509.03530819
-1264366.85860488
-1235550.69548795
-1207068.88415871
-1178929.27567457
-1151139.23720484
-1123705.6559003
-1096634.94335348
-1069933.04062627
-1043605.42382087
-1017657.11016932
-992092.664617068
-966916.206875222
-942131.418916025
-917741.552886007
-893749.439411095
-870157.496267879
-846967.737395282
-824181.782220982
-801800.86527698
-779825.846079056
-758257.21924486
-737095.124825936
-716339.358829134
-695989.383903373
-676044.340168011
-656503.056159748
-637364.059875343
-618625.589888003
-600285.606515979
-582341.803022399
-564791.616826059
-547632.240703607
-530860.633964159
-514473.533578134
-498467.465242867
-482838.754368197
-467583.536966101
-452697.770429122
-438177.244183117
-424017.590200711
-410214.293362493
-396762.701653906
-383658.036186425
-370895.401032529
-358469.792864634
-346376.110389002
-334609.163566296
-323163.682611322
-312034.326765137
-301215.692833424
-290702.323485817
-280488.715311458
-270569.326626798
-260938.585032261
-251590.894715088
-242520.643496228
-233722.20961977
-225189.968283969
-216918.2979135
-208901.586173051
-201134.235722902
-193610.669717647
-186325.33704958
-179272.717338837
-172447.325672673
-165843.717096701
-159456.490861293
-153280.294426654
-147309.827230399
-141539.844221793
-135965.159167038
-130580.64773028
-125381.2503352
-120361.974812305
-115517.898837176
-110844.172165112
-106336.018667762
-101988.738177455
-97797.7081450326
-93758.3851171008
-89866.3060386668
-86117.0893871984
-82506.4361441606
-79030.1306101328
-75684.0410695957
-72464.1203114842
-69366.4060115682
-66387.0209827188
-63522.1732990457
-60768.1562998426
-58121.3484792327
-55578.2132673061
-53135.2987084657
-50789.237042615
-48536.7441947108
-46374.6191780943
-44299.7434169192
-42309.0799928496
-40399.6728211006
-38568.6457607553
-36813.2016641504
-35130.6213700088
-33518.2626448352
-31973.5590769668
-30494.018927513
-29077.2239422884
-27720.828128684
-26422.5565012844
-25180.2037998834
-23991.6331834145
-22854.7749031585
-21767.6249584432
-20728.2437379185
-19734.7546493328
-18785.3427406055
-17878.253314846
-17011.7905418375
-16184.3160683645
-15394.247629635
-14640.057663916
-13920.2719323779
-13233.4681460192
-12578.2746014186
-11953.3688269546
-11357.4762410076
-10789.368823559
-10247.8638024903
-9731.82235578354
-9240.1483307248
-8771.78698111855
-8325.72372342422
-7900.98291264313
-7496.62663869501
